Year,Player Name,Salary (Unadjusted),Salary (Adjusted)
2005-2006,Jumaine Jones,"$1,875,000","$2,941,282"
2005-2006,Charlie Ward,"$1,870,000","$2,933,438"
2005-2006,Andris Biedrins,"$1,857,360","$2,913,610"
2005-2006,DeSagana Diop,"$1,850,000","$2,902,065"
2005-2006,Nick Collison,"$1,815,000","$2,847,161"
2005-2006,Jon Barry,"$1,800,000","$2,823,630"
2005-2006,Robert Swift,"$1,764,480","$2,767,911"
2005-2006,Tayshaun Prince,"$1,763,115","$2,765,769"
2005-2006,Ron Mercer,"$1,760,000","$2,760,883"
2005-2006,Lindsey Hunter,"$1,760,000","$2,760,883"
2005-2006,Calbert Cheaney,"$1,760,000","$2,760,883"
2005-2006,Wesley Person,"$1,760,000","$2,760,883"
2005-2006,Maurice Williams,"$1,760,000","$2,760,883"
2005-2006,Fred Hoiberg,"$1,760,000","$2,760,883"
2005-2006,Ibo Kutluay,"$1,760,000","$2,760,883"
2005-2006,Raul Lopez,"$1,744,313","$2,736,275"
2005-2006,Marcus Banks,"$1,724,280","$2,704,850"
2005-2006,Yaroslav Korolev,"$1,704,480","$2,673,790"
2005-2006,Jarron Collins,"$1,700,000","$2,666,762"
2005-2006,Sebastian Telfair,"$1,676,280","$2,629,553"
2005-2006,Scott Padgett,"$1,670,000","$2,619,701"
2005-2006,Malik Allen,"$1,670,000","$2,619,701"
2005-2006,Michael Ruffin,"$1,670,000","$2,619,701"
2005-2006,John Salmons,"$1,669,001","$2,618,134"
2005-2006,Jason Collier,"$1,650,000","$2,588,328"
2005-2006,Luke Ridnour,"$1,638,000","$2,569,504"
2005-2006,Sean May,"$1,619,280","$2,540,138"
2005-2006,Kris Humphries,"$1,592,400","$2,497,972"
2005-2006,Joel Przybilla,"$1,560,000","$2,447,146"
2005-2006,Reece Gaines,"$1,556,160","$2,441,122"
2005-2006,Jason Hart,"$1,540,000","$2,415,773"
2005-2006,Rashad McCants,"$1,538,400","$2,413,263"
2005-2006,Al Jefferson,"$1,512,840","$2,373,167"
2005-2006,Maurice Evans,"$1,500,000","$2,353,025"
2005-2006,Troy Bell,"$1,478,280","$2,318,953"
2005-2006,Antoine Wright,"$1,461,360","$2,292,411"
2005-2006,Kirk Snyder,"$1,437,240","$2,254,575"
2005-2006,Zarko Cabarkapa,"$1,404,360","$2,202,996"
2005-2006,Milt Palacio,"$1,400,000","$2,196,157"
2005-2006,Joey Graham,"$1,388,400","$2,177,960"
2005-2006,Josh Smith,"$1,365,360","$2,141,818"
2005-2006,Jermaine Jackson,"$1,355,067","$2,125,671"
2005-2006,David West,"$1,334,160","$2,092,875"
2005-2006,Danny Granger,"$1,318,920","$2,068,968"
2005-2006,Rasual Butler,"$1,300,000","$2,039,288"
2005-2006,JR Smith,"$1,297,080","$2,034,708"
2005-2006,Aleksandar Pavlovic,"$1,274,160","$1,998,754"
2005-2006,Gerald Green,"$1,253,040","$1,965,623"
2005-2006,Luke Walton,"$1,250,000","$1,960,854"
2005-2006,Keith McLeod,"$1,250,000","$1,960,854"
2005-2006,Dorell Wright,"$1,238,640","$1,943,034"
2005-2006,Dahntay Jones,"$1,223,160","$1,918,751"
2005-2006,Hakim Warrick,"$1,196,520","$1,876,961"
2005-2006,Jameer Nelson,"$1,189,200","$1,865,478"
2005-2006,Boris Diaw,"$1,174,200","$1,841,948"
2005-2006,Julius Hodge,"$1,148,760","$1,802,041"
2005-2006,Pavel Podkolzin,"$1,141,560","$1,790,746"
2005-2006,Alan Henderson,"$1,138,500","$1,785,946"
2005-2006,Darrell Armstrong,"$1,138,500","$1,785,946"
2005-2006,Bryon Russell,"$1,138,500","$1,785,946"
2005-2006,Gary Payton,"$1,138,500","$1,785,946"
2005-2006,Ervin Johnson,"$1,138,500","$1,785,946"
2005-2006,Bo Outlaw,"$1,138,500","$1,785,946"
2005-2006,Stacey Augmon,"$1,138,500","$1,785,946"
2005-2006,Nick Van Exel,"$1,138,500","$1,785,946"
2005-2006,Zoran Planinic,"$1,127,280","$1,768,345"
2005-2006,Nate Robinson,"$1,102,680","$1,729,756"
2005-2006,Matt Carroll,"$1,100,000","$1,725,552"
2005-2006,Jason Kapono,"$1,100,000","$1,725,552"
2005-2006,Reggie Evans,"$1,100,000","$1,725,552"
2005-2006,Viktor Khryapa,"$1,095,960","$1,719,214"
2005-2006,Jacque Vaughn,"$1,094,550","$1,717,002"
2005-2006,Travis Outlaw,"$1,082,160","$1,697,566"
2005-2006,Jarrett Jack,"$1,058,640","$1,660,671"
2005-2006,Brian Cook,"$1,038,960","$1,629,799"
2005-2006,Walter McCarty,"$1,035,000","$1,623,587"
2005-2006,Rick Brunson,"$1,029,873","$1,615,545"
2005-2006,Mikki Moore,"$1,020,000","$1,600,057"
2005-2006,Sergey Monya,"$1,016,400","$1,594,410"
2005-2006,Francisco Garcia,"$1,016,400","$1,594,410"
2005-2006,Delonte West,"$1,010,040","$1,584,433"
2005-2006,Nenad Krstic,"$1,010,040","$1,584,433"
2005-2006,John Edwards,"$1,000,000","$1,568,683"
2005-2006,Steve Blake,"$1,000,000","$1,568,683"
2005-2006,Luther Head,"$975,600","$1,530,407"
2005-2006,Tony Allen,"$969,696","$1,521,146"
2005-2006,Carlos Delfino,"$969,696","$1,521,146"
2005-2006,Ndudi Ebi,"$964,320","$1,512,713"
2005-2006,Darrick Martin,"$946,646","$1,484,988"
2005-2006,Kevin Martin,"$937,440","$1,470,546"
2005-2006,Johan Petro,"$936,600","$1,469,229"
2005-2006,Kendrick Perkins,"$936,480","$1,469,041"
2005-2006,Leandro Barbosa,"$930,600","$1,459,817"
2005-2006,Josh Howard,"$923,880","$1,449,275"
2005-2006,Sasha Vujacic,"$910,440","$1,428,192"
2005-2006,Jason Maxiell,"$905,640","$1,420,662"
2005-2006,Beno Udrih,"$904,800","$1,419,345"
2005-2006,Ryan Bowen,"$900,498","$1,412,596"
2005-2006,Anthony Carter,"$900,498","$1,412,596"
2005-2006,Maciej Lampe,"$900,000","$1,411,815"
2005-2006,David Harrison,"$898,200","$1,408,991"
2005-2006,Jannero Pargo,"$895,248","$1,404,361"
2005-2006,Ronald Murray,"$895,248","$1,404,361"
2005-2006,Didier Ilunga-Mbenga,"$880,000","$1,380,441"
2005-2006,Linas Kleiza,"$879,360","$1,379,437"
2005-2006,Keith Bogans,"$869,373","$1,363,771"
2005-2006,Wayne Simien,"$867,720","$1,361,178"
2005-2006,Anderson Varejao,"$866,800","$1,359,735"
2005-2006,David Lee,"$861,360","$1,351,201"
2005-2006,DerMarr Johnson,"$835,810","$1,311,121"
2005-2006,Terence Morris,"$835,810","$1,311,121"
2005-2006,Lee Nailon,"$835,810","$1,311,121"
2005-2006,Eddie House,"$835,810","$1,311,121"
2005-2006,Sean Marks,"$835,810","$1,311,121"
2005-2006,Eddie Gill,"$819,551","$1,285,616"
2005-2006,Michael Bradley,"$819,550","$1,285,614"
2005-2006,Loren Woods,"$780,000","$1,223,573"
2005-2006,Charles Smith,"$771,123","$1,209,648"
2005-2006,Adrian Griffin,"$768,718","$1,205,875"
2005-2006,Pat Burke,"$750,000","$1,176,512"
2005-2006,Mike Wilks,"$745,248","$1,169,058"
2005-2006,Lonny Baxter,"$745,248","$1,169,058"
2005-2006,Laron Profit,"$745,248","$1,169,058"
2005-2006,Smush Parker,"$745,248","$1,169,058"
2005-2006,Nikoloz Tskitishvili,"$745,248","$1,169,058"
2005-2006,Linton Johnson,"$719,373","$1,128,468"
2005-2006,Francisco Elson,"$719,373","$1,128,468"
2005-2006,Richie Frahm,"$719,373","$1,128,468"
2005-2006,Ronald Dupree,"$719,373","$1,128,468"
2005-2006,Jamal Sampson,"$719,373","$1,128,468"
2005-2006,Quinton Ross,"$700,000","$1,098,078"
2005-2006,Matt Barnes,"$683,862","$1,072,762"
2005-2006,Jackson Vroman,"$682,051","$1,069,922"
2005-2006,Trevor Ariza,"$682,051","$1,069,922"
2005-2006,Romain Sato,"$682,051","$1,069,922"
2005-2006,Lionel Chalmers,"$682,050","$1,069,920"
2005-2006,Mario Kasun,"$682,050","$1,069,920"
2005-2006,Salim Stoudamire,"$675,000","$1,058,861"
2005-2006,Peter John Ramos,"$660,000","$1,035,331"
2005-2006,Donta Smith,"$641,748","$1,006,699"
2005-2006,Royal Ivey,"$641,748","$1,006,699"
2005-2006,Justin Reed,"$641,748","$1,006,699"
2005-2006,Bernard Robinson,"$641,748","$1,006,699"
2005-2006,Antonio Burks,"$641,748","$1,006,699"
2005-2006,Andre Emmett,"$641,748","$1,006,699"
2005-2006,Charlie Bell,"$641,748","$1,006,699"
2005-2006,Ha Seung-Jin,"$641,748","$1,006,699"
2005-2006,Pape Sow,"$641,748","$1,006,699"
2005-2006,Awvee Storey,"$641,748","$1,006,699"
2005-2006,James Singleton,"$625,000","$980,427"
2005-2006,Qyntel Woods,"$599,834","$940,949"
2005-2006,Daniel Ewing,"$450,000","$705,907"
2005-2006,Louis Williams,"$450,000","$705,907"
2005-2006,Monta Ellis,"$448,762","$703,965"
2005-2006,Ryan Gomes,"$428,762","$672,592"
2005-2006,Chris Taft,"$423,762","$664,748"
2005-2006,Esteban Batista,"$398,762","$625,531"
2005-2006,Orien Greene,"$398,762","$625,531"
2005-2006,Alan Anderson,"$398,762","$625,531"
2005-2006,Kevin Burleson,"$398,762","$625,531"
2005-2006,Eddie Basden,"$398,762","$625,531"
2005-2006,Martynas Andriuskevicius,"$398,762","$625,531"
2005-2006,Josh Powell,"$398,762","$625,531"
2005-2006,Rawle Marshall,"$398,762","$625,531"
2005-2006,Alex Acker,"$398,762","$625,531"
2005-2006,Amir Johnson,"$398,762","$625,531"
2005-2006,Boniface N'Dong,"$398,762","$625,531"
2005-2006,Von Wafer,"$398,762","$625,531"
2005-2006,Devin Green,"$398,762","$625,531"
2005-2006,Anthony Roberson,"$398,762","$625,531"
2005-2006,Lawrence Roberts,"$398,762","$625,531"
2005-2006,Earl Barron,"$398,762","$625,531"
2005-2006,Ersan Ilyasova,"$398,762","$625,531"
2005-2006,Bracey Wright,"$398,762","$625,531"
2005-2006,Dwayne Jones,"$398,762","$625,531"
2005-2006,Brandon Bass,"$398,762","$625,531"
2005-2006,Jackie Butler,"$398,762","$625,531"
2005-2006,Travis Diener,"$398,762","$625,531"
2005-2006,Shavlik Randolph,"$398,762","$625,531"
2005-2006,Dijon Thompson,"$398,762","$625,531"
2005-2006,Ronnie Price,"$398,762","$625,531"
2005-2006,CJ Miles,"$398,762","$625,531"
2005-2006,Robert Whaley,"$398,762","$625,531"
2005-2006,Andre Owens,"$398,762","$625,531"
2005-2006,Andray Blatche,"$398,762","$625,531"
2005-2006,Donell Taylor,"$398,762","$625,531"
2005-2006,Samaki Walker,"$364,223","$571,350"
2005-2006,Gerald Fitch,"$359,858","$564,503"
2005-2006,Zendon Hamilton,"$329,138","$516,313"
2005-2006,Mateen Cleaves,"$305,784","$479,678"
2005-2006,John Thomas,"$282,118","$442,553"
2005-2006,Jared Reiner,"$242,612","$380,581"
2005-2006,Josh Davis,"$193,003","$302,759"
2005-2006,Dion Glover,"$163,085","$255,828"
2005-2006,Aaron Miles,"$155,614","$244,109"
2005-2006,Sean Banks,"$150,751","$236,480"
2005-2006,James Thomas,"$148,698","$233,260"
2005-2006,Sharrod Ford,"$116,711","$183,082"
2005-2006,Deng Gai,"$92,396","$144,940"
2005-2006,Anthony Goldwire,"$74,652","$117,105"
2005-2006,Randy Holcomb,"$52,033","$81,623"
2005-2006,Stephen Graham,"$48,630","$76,285"
2005-2006,Matt Walsh,"$38,904","$61,028"
2005-2006,Ben Handlogten,"$35,091","$55,046"
2005-2006,John Lucas,"$34,041","$53,399"
2005-2006,Kaniel Dickens,"$31,305","$49,107"
2005-2006,Alex Scales,"$24,315","$38,142"
2005-2006,Melvin Sanders,"$24,315","$38,142"
2007-2008,Kevin Garnett,"$23,750,000","$34,779,309"
2007-2008,Michael Finley,"$21,696,750","$31,772,546"
2007-2008,Shaquille O'Neal,"$20,000,000","$29,287,839"
2007-2008,Jason Kidd,"$19,728,000","$28,889,525"
2007-2008,Jermaine O'Neal,"$19,728,000","$28,889,525"
2007-2008,Chris Webber,"$19,602,173","$28,705,264"
2007-2008,Kobe Bryant,"$19,490,625","$28,541,915"
2007-2008,Tim Duncan,"$19,014,188","$27,844,224"
2007-2008,Tracy McGrady,"$19,014,187","$27,844,223"
2007-2008,Allen Iverson,"$19,012,500","$27,841,752"
2007-2008,Stephon Marbury,"$19,012,500","$27,841,752"
2007-2008,Steve Francis,"$17,500,000","$25,626,859"
2007-2008,Baron Davis,"$16,440,000","$24,074,604"
2007-2008,Shawn Marion,"$16,440,000","$24,074,604"
2007-2008,Paul Pierce,"$16,360,094","$23,957,590"
2007-2008,Dirk Nowitzki,"$16,360,094","$23,957,590"
2007-2008,Antawn Jamison,"$16,360,094","$23,957,590"
2007-2008,Ray Allen,"$16,000,000","$23,430,271"
2007-2008,Ben Wallace,"$15,500,000","$22,698,075"
2007-2008,Elton Brand,"$15,344,000","$22,469,630"
2007-2008,Rashard Lewis,"$14,880,000","$21,790,152"
2007-2008,Michael Redd,"$14,520,000","$21,262,971"
2007-2008,Yao Ming,"$13,762,775","$20,154,097"
2007-2008,Amare Stoudemire,"$13,762,775","$20,154,097"
2007-2008,Pau Gasol,"$13,735,000","$20,113,423"
2007-2008,Andrei Kirilenko,"$13,735,000","$20,113,423"
2007-2008,Mike Bibby,"$13,500,000","$19,769,291"
2007-2008,Joe Johnson,"$13,488,377","$19,752,271"
2007-2008,Zach Randolph,"$13,333,333","$19,525,226"
2007-2008,Vince Carter,"$13,320,000","$19,505,701"
2007-2008,Kenyon Martin,"$13,250,000","$19,403,193"
2007-2008,Lamar Odom,"$13,248,596","$19,401,137"
2007-2008,LeBron James,"$13,041,250","$19,097,502"
2007-2008,Carmelo Anthony,"$13,041,250","$19,097,502"
2007-2008,Dwyane Wade,"$13,041,250","$19,097,502"
2007-2008,Wally Szczerbiak,"$12,775,000","$18,707,607"
2007-2008,Rasheed Wallace,"$12,540,000","$18,363,475"
2007-2008,Chris Bosh,"$12,455,000","$18,239,002"
2007-2008,Raef LaFrentz,"$12,440,787","$18,218,188"
2007-2008,Richard Jefferson,"$12,200,000","$17,865,582"
2007-2008,Larry Hughes,"$12,000,084","$17,572,826"
2007-2008,Gilbert Arenas,"$11,950,400","$17,500,070"
2007-2008,Theo Ratliff,"$11,666,666","$17,084,572"
2007-2008,Predrag Stojakovic,"$11,664,000","$17,080,668"
2007-2008,Steve Nash,"$11,375,000","$16,657,458"
2007-2008,Carlos Boozer,"$11,260,483","$16,489,761"
2007-2008,Kirk Hinrich,"$11,250,000","$16,474,409"
2007-2008,Marcus Camby,"$11,250,000","$16,474,409"
2007-2008,Jason Richardson,"$11,111,110","$16,271,020"
2007-2008,Derek Fisher,"$10,723,900","$15,703,993"
2007-2008,David West,"$10,650,000","$15,595,774"
2007-2008,Erick Dampier,"$10,590,500","$15,508,643"
2007-2008,Brad Miller,"$10,500,000","$15,376,115"
2007-2008,Tony Parker,"$10,500,000","$15,376,115"
2007-2008,Tyson Chandler,"$10,250,000","$15,010,017"
2007-2008,Samuel Dalembert,"$10,250,000","$15,010,017"
2007-2008,Adonal Foyle,"$10,157,090","$14,873,960"
2007-2008,Zydrunas Ilgauskas,"$10,142,156","$14,852,092"
2007-2008,Chauncey Billups,"$10,000,000","$14,643,919"
2007-2008,Richard Hamilton,"$10,000,000","$14,643,919"
2007-2008,Gerald Wallace,"$9,500,000","$13,911,723"
2007-2008,Andre Miller,"$9,366,666","$13,716,470"
2007-2008,Bobby Simmons,"$9,280,000","$13,589,557"
2007-2008,Troy Murphy,"$9,206,349","$13,481,703"
2007-2008,Manu Ginobili,"$9,079,811","$13,296,402"
2007-2008,Kwame Brown,"$9,075,000","$13,289,357"
2007-2008,Josh Howard,"$9,000,000","$13,179,527"
2007-2008,Boris Diaw,"$9,000,000","$13,179,527"
2007-2008,Eddy Curry,"$8,947,543","$13,102,710"
2007-2008,Jason Williams,"$8,937,500","$13,088,003"
2007-2008,Jason Terry,"$8,898,000","$13,030,159"
2007-2008,Nenê,"$8,840,000","$12,945,225"
2007-2008,Tayshaun Prince,"$8,675,620","$12,704,508"
2007-2008,Chris Kaman,"$8,600,000","$12,593,771"
2007-2008,Andres Nocioni,"$8,500,000","$12,447,331"
2007-2008,Mehmet Okur,"$8,500,000","$12,447,331"
2007-2008,Al Harrington,"$8,425,625","$12,338,417"
2007-2008,Mike Miller,"$8,376,194","$12,266,031"
2007-2008,Cuttino Mobley,"$8,350,000","$12,227,673"
2007-2008,Antoine Walker,"$8,329,640","$12,197,858"
2007-2008,Darius Miles,"$8,250,000","$12,081,233"
2007-2008,Mike Dunleavy,"$8,219,008","$12,035,849"
2007-2008,Caron Butler,"$8,218,990","$12,035,823"
2007-2008,Quentin Richardson,"$8,105,500","$11,869,629"
2007-2008,Juwan Howard,"$8,094,997","$11,854,248"
2007-2008,Kurt Thomas,"$8,091,188","$11,848,670"
2007-2008,TJ Ford,"$8,000,000","$11,715,135"
2007-2008,Jamal Crawford,"$7,920,000","$11,597,984"
2007-2008,Mark Blount,"$7,901,040","$11,570,219"
2007-2008,Kenny Thomas,"$7,875,000","$11,532,086"
2007-2008,Radoslav Nesterovic,"$7,840,000","$11,480,833"
2007-2008,Aaron McKie,"$7,750,000","$11,349,036"
2007-2008,Maurice Williams,"$7,750,000","$11,349,037"
2007-2008,Jerome Williams,"$7,639,400","$11,187,076"
2007-2008,Metta World Peace,"$7,400,000","$10,836,500"
2007-2008,Troy Hudson,"$7,172,590","$10,503,482"
2007-2008,Malik Rose,"$7,101,250","$10,399,013"
2007-2008,Corey Maggette,"$7,000,000","$10,250,743"
2007-2008,Ricky Davis,"$6,819,000","$9,985,688"
2007-2008,Jerry Stackhouse,"$6,750,000","$9,884,645"
2007-2008,Eric Snow,"$6,703,125","$9,816,002"
2007-2008,Stephen Jackson,"$6,630,000","$9,708,918"
2007-2008,Darko Milicic,"$6,500,000","$9,518,547"
2007-2008,Chris Wilcox,"$6,500,000","$9,518,547"
2007-2008,Luke Ridnour,"$6,500,000","$9,518,547"
2007-2008,Drew Gooden,"$6,453,416","$9,450,330"
2007-2008,Antonio McDyess,"$6,373,900","$9,333,888"
2007-2008,Marquis Daniels,"$6,373,900","$9,333,888"
2007-2008,Hidayet Turkoglu,"$6,373,900","$9,333,888"
2007-2008,Etan Thomas,"$6,373,900","$9,333,888"
2007-2008,Speedy Claxton,"$6,306,182","$9,234,722"
2007-2008,Jamaal Tinsley,"$6,300,000","$9,225,669"
2007-2008,Sam Cassell,"$6,150,000","$9,006,010"
2007-2008,Jason Collins,"$6,100,000","$8,932,791"
2007-2008,Dwight Howard,"$6,061,274","$8,876,081"
2007-2008,Udonis Haslem,"$6,050,000","$8,859,571"
2007-2008,Marko Jaric,"$6,050,000","$8,859,571"
2007-2008,Donyell Marshall,"$6,016,965","$8,811,195"
2007-2008,Matt Harpring,"$6,000,000","$8,786,351"
2007-2008,Shane Battier,"$5,883,600","$8,615,896"
2007-2008,Brian Cardinal,"$5,850,000","$8,566,693"
2007-2008,Greg Buckner,"$5,830,000","$8,537,404"
2007-2008,Stromile Swift,"$5,800,000","$8,493,473"
2007-2008,Jerome James,"$5,800,000","$8,493,473"
2007-2008,Earl Watson,"$5,800,000","$8,493,473"
2007-2008,Shareef Abdur-Rahim,"$5,800,000","$8,493,473"
2007-2008,Antonio Daniels,"$5,800,000","$8,493,473"
2007-2008,Joel Przybilla,"$5,762,575","$8,438,668"
2007-2008,Dan Gadzuric,"$5,751,130","$8,421,908"
2007-2008,Nick Collison,"$5,750,000","$8,420,253"
2007-2008,Bobby Jackson,"$5,670,000","$8,303,102"
2007-2008,Nazr Mohammed,"$5,632,200","$8,247,748"
2007-2008,Tim Thomas,"$5,632,200","$8,247,748"
2007-2008,Vladimir Radmanovic,"$5,632,200","$8,247,748"
2007-2008,Mike James,"$5,632,200","$8,247,748"
2007-2008,Jared Jeffries,"$5,632,200","$8,247,748"
2007-2008,Leandro Barbosa,"$5,600,000","$8,200,595"
2007-2008,Brent Barry,"$5,544,370","$8,119,131"
2007-2008,Jeff Foster,"$5,500,000","$8,054,155"
2007-2008,Matt Carroll,"$5,450,000","$7,980,936"
2007-2008,Emeka Okafor,"$5,427,307","$7,947,704"
2007-2008,Anderson Varejao,"$5,356,000","$7,843,283"
2007-2008,Morris Peterson,"$5,356,000","$7,843,283"
2007-2008,Mikki Moore,"$5,356,000","$7,843,283"
2007-2008,Jason Kapono,"$5,356,000","$7,843,283"
2007-2008,Joe Smith,"$5,200,000","$7,614,838"
2007-2008,Tony Battie,"$5,200,000","$7,614,838"
2007-2008,Desmond Mason,"$5,000,000","$7,321,959"
2007-2008,Brendan Haywood,"$5,000,000","$7,321,959"
2007-2008,Andrew Bogut,"$4,991,520","$7,309,541"
2007-2008,Eduardo Najera,"$4,952,380","$7,252,225"
2007-2008,Damon Stoudamire,"$4,906,438","$7,184,948"
2007-2008,Ben Gordon,"$4,881,669","$7,148,676"
2007-2008,Andrea Bargnani,"$4,838,880","$7,086,017"
2007-2008,John Salmons,"$4,752,000","$6,958,790"
2007-2008,Raja Bell,"$4,750,000","$6,955,861"
2007-2008,Greg Oden,"$4,662,000","$6,826,995"
2007-2008,Rafer Alston,"$4,550,000","$6,662,983"
2007-2008,Alvin Williams,"$4,516,484","$6,613,902"
2007-2008,Kendrick Perkins,"$4,480,912","$6,561,811"
2007-2008,Marvin Williams,"$4,466,040","$6,540,033"
2007-2008,Shaun Livingston,"$4,404,629","$6,450,103"
2007-2008,Kyle Korver,"$4,400,000","$6,443,324"
2007-2008,Trenton Hassell,"$4,350,000","$6,370,105"
2007-2008,Anthony Parker,"$4,350,000","$6,370,105"
2007-2008,LaMarcus Aldridge,"$4,329,360","$6,339,880"
2007-2008,Reggie Evans,"$4,320,000","$6,326,173"
2007-2008,Keith Van Horn,"$4,300,000","$6,296,885"
2007-2008,Aleksandar Pavlovic,"$4,250,000","$6,223,665"
2007-2008,Steve Blake,"$4,250,000","$6,223,665"
2007-2008,Damon Jones,"$4,172,432","$6,110,076"
2007-2008,Kevin Durant,"$4,171,200","$6,108,271"
2007-2008,Bruce Bowen,"$4,125,000","$6,040,616"
2007-2008,Carlos Arroyo,"$4,100,000","$6,004,007"
2007-2008,Deron Williams,"$4,010,640","$5,873,149"
2007-2008,Zaza Pachulia,"$4,000,000","$5,857,567"
2007-2008,Jamaal Magloire,"$4,000,000","$5,857,567"
2007-2008,Luke Walton,"$4,000,000","$5,857,567"
2007-2008,Gordan Giricek,"$4,000,000","$5,857,567"
2007-2008,Travis Outlaw,"$4,000,000","$5,857,567"
2007-2008,Jorge Garbajosa,"$4,000,000","$5,857,567"
2007-2008,Devin Harris,"$3,995,003","$5,850,250"
2007-2008,Marcus Banks,"$3,966,207","$5,808,081"
2007-2008,Darius Songaila,"$3,942,000","$5,772,633"
2007-2008,Dan Dickau,"$3,916,706","$5,735,592"
2007-2008,Adam Morrison,"$3,887,880","$5,693,380"
2007-2008,Bob Sura,"$3,840,000","$5,623,265"
2007-2008,Pat Garrity,"$3,818,750","$5,592,146"
2007-2008,Al Horford,"$3,745,800","$5,485,319"
2007-2008,Amir Johnson,"$3,666,666","$5,369,436"
2007-2008,Josh Childress,"$3,631,449","$5,317,864"
2007-2008,Robert Horry,"$3,630,000","$5,315,742"
2007-2008,Chris Paul,"$3,615,960","$5,295,182"
2007-2008,Fabricio Oberto,"$3,600,000","$5,271,811"
2007-2008,Keyon Dooling,"$3,596,000","$5,265,953"
2007-2008,Tyrus Thomas,"$3,505,320","$5,133,162"
2007-2008,Brian Cook,"$3,500,000","$5,125,371"
2007-2008,Tyronn Lue,"$3,500,000","$5,125,371"
2007-2008,Mickael Pietrus,"$3,470,770","$5,082,567"
2007-2008,Ira Newble,"$3,441,900","$5,040,290"
2007-2008,Kevin Ollie,"$3,441,900","$5,040,290"
2007-2008,Mike Conley,"$3,377,160","$4,945,486"
2007-2008,Luol Deng,"$3,320,339","$4,862,277"
2007-2008,Rasual Butler,"$3,315,000","$4,854,459"
2007-2008,Fred Jones,"$3,300,000","$4,832,493"
2007-2008,Raymond Felton,"$3,274,440","$4,795,063"
2007-2008,Lorenzen Wright,"$3,250,000","$4,759,273"
2007-2008,Chris Duhon,"$3,248,000","$4,756,345"
2007-2008,Steven Hunter,"$3,248,000","$4,756,345"
2007-2008,James Posey,"$3,206,000","$4,694,840"
2007-2008,Shelden Williams,"$3,174,240","$4,648,331"
2007-2008,Michael Doleac,"$3,120,000","$4,568,903"
2007-2008,Trevor Ariza,"$3,100,000","$4,539,615"
2007-2008,Charlie Bell,"$3,100,000","$4,539,615"
2007-2008,Willie Green,"$3,094,000","$4,530,828"
2007-2008,Jeff Green,"$3,058,200","$4,478,403"
2007-2008,Brian Scalabrine,"$3,000,000","$4,393,175"
2007-2008,Chucky Atkins,"$3,000,000","$4,393,175"
2007-2008,Matt Barnes,"$3,000,000","$4,393,175"
2007-2008,Jake Voskuhl,"$3,000,000","$4,393,175"
2007-2008,Francisco Elson,"$3,000,000","$4,393,175"
2007-2008,Martell Webster,"$2,974,080","$4,355,218"
2007-2008,Luis Scola,"$2,910,000","$4,261,380"
2007-2008,Eddie Griffin,"$2,900,000","$4,246,736"
2007-2008,Damien Wilkins,"$2,900,000","$4,246,736"
2007-2008,James Jones,"$2,900,000","$4,246,736"
2007-2008,Brandon Roy,"$2,883,120","$4,222,017"
2007-2008,Anthony Johnson,"$2,860,000","$4,188,161"
2007-2008,Andre Iguodala,"$2,804,889","$4,107,456"
2007-2008,Yi Jianlian,"$2,777,760","$4,067,729"
2007-2008,Alonzo Mourning,"$2,762,500","$4,045,382"
2007-2008,Primoz Brezec,"$2,750,000","$4,027,077"
2007-2008,Charlie Villanueva,"$2,715,000","$3,975,824"
2007-2008,Matt Bonner,"$2,678,000","$3,921,641"
2007-2008,Andris Biedrins,"$2,636,696","$3,861,156"
2007-2008,Randy Foye,"$2,631,840","$3,854,045"
